model,train_Acc,train_AUC,test_Acc,test_AUC
Mean_PCC_RFE_3_DT,1.0,1.0,0.6052,0.5793
Mean_PCC_RFE_3_NB,0.6469,0.6938,0.6199,0.6604
Mean_PCC_RFE_4_SVM,0.6489,0.7236,0.6299,0.6829
Mean_PCC_RFE_4_LDA,0.6597,0.7239,0.6323,0.6782
Mean_PCC_RFE_4_AE,0.6448,0.7258,0.6244,0.6828
Mean_PCC_RFE_4_RF,1.0,1.0,0.6504,0.6934
Mean_PCC_RFE_4_LR,0.659,0.724,0.6306,0.678
Mean_PCC_RFE_4_AB,0.6595,0.7327,0.6382,0.6868
Mean_PCC_RFE_4_DT,1.0,1.0,0.5901,0.5655
Mean_PCC_RFE_4_NB,0.6546,0.7167,0.6329,0.6755
Mean_PCC_RFE_5_SVM,0.6485,0.7239,0.6287,0.6832
Mean_PCC_RFE_5_LDA,0.6605,0.7239,0.6329,0.6783
Mean_PCC_RFE_5_AE,0.6646,0.7306,0.6431,0.6901
Mean_PCC_RFE_5_RF,1.0,1.0,0.6638,0.7087
Mean_PCC_RFE_5_LR,0.6446,0.7239,0.6186,0.6783
Mean_PCC_RFE_5_AB,0.6716,0.741,0.6536,0.6997
Mean_PCC_RFE_5_DT,1.0,1.0,0.6184,0.591
Mean_PCC_RFE_5_NB,0.6506,0.7155,0.6306,0.6749
Mean_PCC_RFE_6_SVM,0.6611,0.7385,0.6325,0.6962
Mean_PCC_RFE_6_LDA,0.6634,0.7374,0.634,0.6934
Mean_PCC_RFE_6_AE,0.6768,0.7497,0.6472,0.7083
Mean_PCC_RFE_6_RF,1.0,1.0,0.6689,0.7305
Mean_PCC_RFE_6_LR,0.6712,0.7368,0.6442,0.6929
Mean_PCC_RFE_6_AB,0.668,0.7592,0.6483,0.7233
Mean_PCC_RFE_6_DT,1.0,1.0,0.6244,0.6009
Mean_PCC_RFE_6_NB,0.6551,0.7323,0.634,0.6896
Mean_PCC_RFE_7_SVM,0.6576,0.7388,0.6295,0.6965
Mean_PCC_RFE_7_LDA,0.6696,0.7379,0.6393,0.6939
Mean_PCC_RFE_7_AE,0.6686,0.7512,0.638,0.7081
Mean_PCC_RFE_7_RF,1.0,1.0,0.6894,0.7428
Mean_PCC_RFE_7_LR,0.6688,0.7372,0.6397,0.6931
Mean_PCC_RFE_7_AB,0.6765,0.7619,0.6544,0.7253
Mean_PCC_RFE_7_DT,1.0,1.0,0.6359,0.6118
Mean_PCC_RFE_7_NB,0.6605,0.7266,0.6316,0.687
Mean_PCC_RFE_8_SVM,0.6689,0.7588,0.6421,0.7218
Mean_PCC_RFE_8_LDA,0.6692,0.7621,0.6489,0.7276
Mean_PCC_RFE_8_AE,0.672,0.7786,0.6502,0.7443
Mean_PCC_RFE_8_RF,1.0,1.0,0.6939,0.7778
Mean_PCC_RFE_8_LR,0.6519,0.7622,0.6346,0.7313
Mean_PCC_RFE_8_AB,0.681,0.785,0.6608,0.7561
Mean_PCC_RFE_8_DT,1.0,1.0,0.6423,0.6132
Mean_PCC_RFE_8_NB,0.6451,0.76,0.6327,0.7303
Mean_PCC_RFE_9_SVM,0.6652,0.7599,0.6423,0.722
Mean_PCC_RFE_9_LDA,0.6697,0.7631,0.6493,0.7272
Mean_PCC_RFE_9_AE,0.6829,0.7832,0.6555,0.7465
Mean_PCC_RFE_9_RF,1.0,1.0,0.6988,0.7811
Mean_PCC_RFE_9_LR,0.6582,0.7627,0.6436,0.7309
Mean_PCC_RFE_9_AB,0.683,0.7851,0.663,0.7556
Mean_PCC_RFE_9_DT,1.0,1.0,0.65,0.6221
Mean_PCC_RFE_9_NB,0.6486,0.7584,0.6385,0.7306
Mean_PCC_RFE_10_SVM,0.664,0.7619,0.6385,0.7219
Mean_PCC_RFE_10_LDA,0.6677,0.7647,0.6489,0.7272
Mean_PCC_RFE_10_AE,0.6729,0.7825,0.6504,0.7441
Mean_PCC_RFE_10_RF,1.0,1.0,0.7073,0.784
Mean_PCC_RFE_10_LR,0.6595,0.7651,0.6436,0.7307
Mean_PCC_RFE_10_AB,0.6878,0.7868,0.6602,0.7546
Mean_PCC_RFE_10_DT,1.0,1.0,0.6645,0.6382
Mean_PCC_RFE_10_NB,0.6364,0.7573,0.6306,0.7293
Mean_PCC_RFE_11_SVM,0.6673,0.7615,0.6421,0.7232
Mean_PCC_RFE_11_LDA,0.6657,0.7646,0.648,0.7276
Mean_PCC_RFE_11_AE,0.7051,0.8005,0.677,0.7656
Mean_PCC_RFE_11_RF,1.0,1.0,0.7077,0.7888
Mean_PCC_RFE_11_LR,0.6463,0.7652,0.6318,0.7302
Mean_PCC_RFE_11_AB,0.6931,0.7962,0.6683,0.7625
Mean_PCC_RFE_11_DT,1.0,1.0,0.6572,0.6323
Mean_PCC_RFE_11_NB,0.6353,0.7559,0.6278,0.7306
Mean_PCC_RFE_12_SVM,0.6686,0.7619,0.6453,0.723
Mean_PCC_RFE_12_LDA,0.666,0.7646,0.647,0.7277
Mean_PCC_RFE_12_AE,0.7078,0.8003,0.6724,0.7664
Mean_PCC_RFE_12_RF,1.0,1.0,0.7086,0.7871
Mean_PCC_RFE_12_LR,0.6519,0.7653,0.6361,0.7293
Mean_PCC_RFE_12_AB,0.6901,0.7963,0.6668,0.7616
Mean_PCC_RFE_12_DT,1.0,1.0,0.6704,0.6435
Mean_PCC_RFE_12_NB,0.6326,0.7528,0.6257,0.7289
Mean_PCC_RFE_13_SVM,0.6679,0.7617,0.6446,0.7227
Mean_PCC_RFE_13_LDA,0.6657,0.7645,0.6476,0.7276
Mean_PCC_RFE_13_AE,0.6987,0.7996,0.6709,0.7652
Mean_PCC_RFE_13_RF,1.0,1.0,0.703,0.7866
Mean_PCC_RFE_13_LR,0.6527,0.7655,0.6363,0.7298
Mean_PCC_RFE_13_AB,0.6901,0.7963,0.6668,0.7616
Mean_PCC_RFE_13_DT,1.0,1.0,0.6698,0.6454
Mean_PCC_RFE_13_NB,0.6365,0.7501,0.6289,0.7274
Mean_PCC_RFE_14_SVM,0.6568,0.765,0.6355,0.7263
Mean_PCC_RFE_14_LDA,0.6572,0.7677,0.6355,0.7314
Mean_PCC_RFE_14_AE,0.6992,0.8104,0.68,0.7775
Mean_PCC_RFE_14_RF,1.0,1.0,0.6992,0.7881
Mean_PCC_RFE_14_LR,0.6556,0.7682,0.6374,0.7327
Mean_PCC_RFE_14_AB,0.7036,0.7994,0.6711,0.7627
Mean_PCC_RFE_14_DT,1.0,1.0,0.6628,0.6351
Mean_PCC_RFE_14_NB,0.645,0.7531,0.634,0.7304
Mean_PCC_RFE_15_SVM,0.6604,0.7651,0.6391,0.7266
Mean_PCC_RFE_15_LDA,0.6583,0.7678,0.641,0.7319
Mean_PCC_RFE_15_AE,0.7061,0.811,0.6734,0.7755
Mean_PCC_RFE_15_RF,1.0,1.0,0.7092,0.7912
Mean_PCC_RFE_15_LR,0.6518,0.7682,0.6336,0.7331
Mean_PCC_RFE_15_AB,0.7036,0.7994,0.6711,0.7627
Mean_PCC_RFE_15_DT,1.0,1.0,0.6574,0.6323
Mean_PCC_RFE_15_NB,0.6507,0.7517,0.6419,0.7303
Mean_PCC_RFE_16_SVM,0.6709,0.7701,0.6506,0.7351
Mean_PCC_RFE_16_LDA,0.6627,0.769,0.6436,0.7333
Mean_PCC_RFE_16_AE,0.7251,0.816,0.6915,0.783
Mean_PCC_RFE_16_RF,1.0,1.0,0.7139,0.7899
Mean_PCC_RFE_16_LR,0.6667,0.7771,0.6549,0.7444
Mean_PCC_RFE_16_AB,0.7045,0.8028,0.6738,0.7622
Mean_PCC_RFE_16_DT,1.0,1.0,0.6593,0.6363
Mean_PCC_RFE_16_NB,0.6467,0.7537,0.6397,0.7323
Mean_PCC_RFE_17_SVM,0.6727,0.7708,0.6508,0.7357
Mean_PCC_RFE_17_LDA,0.6631,0.7692,0.6436,0.734
Mean_PCC_RFE_17_AE,0.7242,0.8154,0.6947,0.7823
Mean_PCC_RFE_17_RF,1.0,1.0,0.7124,0.7901
Mean_PCC_RFE_17_LR,0.6884,0.7799,0.666,0.7465
Mean_PCC_RFE_17_AB,0.701,0.8026,0.6726,0.7623
Mean_PCC_RFE_17_DT,1.0,1.0,0.6515,0.6277
Mean_PCC_RFE_17_NB,0.6528,0.7537,0.6466,0.7328
Mean_PCC_RFE_18_SVM,0.6737,0.7752,0.6538,0.742
Mean_PCC_RFE_18_LDA,0.664,0.7718,0.6468,0.7374
Mean_PCC_RFE_18_AE,0.7191,0.8147,0.6898,0.7829
Mean_PCC_RFE_18_RF,1.0,1.0,0.7129,0.7905
Mean_PCC_RFE_18_LR,0.6888,0.7833,0.67,0.7513
Mean_PCC_RFE_18_AB,0.703,0.7988,0.6713,0.7594
Mean_PCC_RFE_18_DT,1.0,1.0,0.6628,0.6362
Mean_PCC_RFE_18_NB,0.6571,0.7561,0.6453,0.7359
Mean_PCC_RFE_19_SVM,0.6766,0.7762,0.6579,0.7449
Mean_PCC_RFE_19_LDA,0.6638,0.7747,0.6474,0.7441
Mean_PCC_RFE_19_AE,0.7268,0.8196,0.6909,0.7851
Mean_PCC_RFE_19_RF,1.0,1.0,0.7126,0.7916
Mean_PCC_RFE_19_LR,0.6906,0.787,0.6655,0.7586
Mean_PCC_RFE_19_AB,0.7014,0.8,0.6741,0.7632
Mean_PCC_RFE_19_DT,1.0,1.0,0.6615,0.6344
Mean_PCC_RFE_19_NB,0.6565,0.758,0.644,0.7364
Mean_PCC_RFE_20_SVM,0.6867,0.7777,0.6645,0.7472
Mean_PCC_RFE_20_LDA,0.679,0.7767,0.6585,0.7465
Mean_PCC_RFE_20_AE,0.72,0.8184,0.6903,0.7876
Mean_PCC_RFE_20_RF,1.0,1.0,0.7107,0.7901
Mean_PCC_RFE_20_LR,0.6819,0.7887,0.6643,0.7602
Mean_PCC_RFE_20_AB,0.7038,0.8015,0.6741,0.7646
Mean_PCC_RFE_20_DT,1.0,1.0,0.66,0.6326
Mean_PCC_RFE_20_NB,0.6582,0.7593,0.6466,0.7374
Mean_PCC_RFE_21_SVM,0.6843,0.7777,0.6662,0.7476
Mean_PCC_RFE_21_LDA,0.677,0.7768,0.6574,0.7462
Mean_PCC_RFE_21_AE,0.7219,0.8221,0.6952,0.7891
Mean_PCC_RFE_21_RF,1.0,1.0,0.7107,0.7913
Mean_PCC_RFE_21_LR,0.6812,0.7886,0.6638,0.7601
Mean_PCC_RFE_21_AB,0.6984,0.8026,0.6666,0.7631
Mean_PCC_RFE_21_DT,1.0,1.0,0.6553,0.6303
Mean_PCC_RFE_21_NB,0.6601,0.7583,0.6498,0.7373
Mean_PCC_RFE_22_SVM,0.6848,0.7834,0.6672,0.7554
Mean_PCC_RFE_22_LDA,0.6767,0.7826,0.6596,0.7539
Mean_PCC_RFE_22_AE,0.7373,0.8205,0.7011,0.7887
Mean_PCC_RFE_22_RF,1.0,1.0,0.7111,0.7919
Mean_PCC_RFE_22_LR,0.6887,0.7935,0.6692,0.7681
Mean_PCC_RFE_22_AB,0.7073,0.8037,0.6854,0.7686
Mean_PCC_RFE_22_DT,1.0,1.0,0.6581,0.6328
Mean_PCC_RFE_22_NB,0.6675,0.7587,0.6551,0.7376
Mean_PCC_RFE_23_SVM,0.6925,0.7922,0.6689,0.7628
Mean_PCC_RFE_23_LDA,0.7077,0.7925,0.6787,0.7614
Mean_PCC_RFE_23_AE,0.7352,0.8255,0.7011,0.791
Mean_PCC_RFE_23_RF,1.0,1.0,0.7116,0.7945
Mean_PCC_RFE_23_LR,0.7149,0.798,0.6886,0.7709
Mean_PCC_RFE_23_AB,0.7132,0.8077,0.6743,0.7706
Mean_PCC_RFE_23_DT,1.0,1.0,0.6645,0.6392
Mean_PCC_RFE_23_NB,0.6577,0.7588,0.6461,0.7374
Mean_PCC_RFE_24_SVM,0.7152,0.795,0.6836,0.7666
Mean_PCC_RFE_24_LDA,0.7102,0.796,0.6813,0.7657
Mean_PCC_RFE_24_AE,0.7363,0.8235,0.7039,0.7923
Mean_PCC_RFE_24_RF,1.0,1.0,0.7118,0.796
Mean_PCC_RFE_24_LR,0.7147,0.8003,0.6879,0.7737
Mean_PCC_RFE_24_AB,0.714,0.8091,0.676,0.7705
Mean_PCC_RFE_24_DT,1.0,1.0,0.6636,0.636
Mean_PCC_RFE_24_NB,0.6591,0.7585,0.6472,0.7374
Mean_PCC_RFE_25_SVM,0.7066,0.796,0.6815,0.7668
Mean_PCC_RFE_25_LDA,0.7085,0.7968,0.6796,0.7661
Mean_PCC_RFE_25_AE,0.739,0.8307,0.7075,0.798
Mean_PCC_RFE_25_RF,1.0,1.0,0.7111,0.7968
Mean_PCC_RFE_25_LR,0.7167,0.8014,0.692,0.7747
Mean_PCC_RFE_25_AB,0.7088,0.8094,0.667,0.7677
Mean_PCC_RFE_25_DT,1.0,1.0,0.667,0.6397
Mean_PCC_RFE_25_NB,0.6601,0.7591,0.648,0.7378
Mean_PCC_RFE_26_SVM,0.7126,0.7976,0.6862,0.7696
Mean_PCC_RFE_26_LDA,0.7131,0.7983,0.6841,0.769
Mean_PCC_RFE_26_AE,0.7319,0.8323,0.7043,0.8007
Mean_PCC_RFE_26_RF,1.0,1.0,0.7195,0.8012
Mean_PCC_RFE_26_LR,0.7033,0.8028,0.6828,0.7773
Mean_PCC_RFE_26_AB,0.7074,0.8098,0.6753,0.7729
Mean_PCC_RFE_26_DT,1.0,1.0,0.6655,0.6424
Mean_PCC_RFE_26_NB,0.6547,0.7575,0.6468,0.7364
Mean_PCC_RFE_27_SVM,0.7062,0.8001,0.6792,0.7748
Mean_PCC_RFE_27_LDA,0.7027,0.8007,0.6775,0.7741
Mean_PCC_RFE_27_AE,0.7467,0.8301,0.7165,0.8
Mean_PCC_RFE_27_RF,1.0,1.0,0.7163,0.8011
Mean_PCC_RFE_27_LR,0.7093,0.8045,0.6862,0.7817
Mean_PCC_RFE_27_AB,0.7118,0.8113,0.6755,0.7731
Mean_PCC_RFE_27_DT,1.0,1.0,0.6664,0.6418
Mean_PCC_RFE_27_NB,0.6552,0.7566,0.6463,0.7363
Mean_PCC_RFE_28_SVM,0.7145,0.8003,0.6883,0.7751
Mean_PCC_RFE_28_LDA,0.7084,0.8008,0.683,0.7739
Mean_PCC_RFE_28_AE,0.7438,0.8489,0.7152,0.8089
Mean_PCC_RFE_28_RF,1.0,1.0,0.7197,0.801
Mean_PCC_RFE_28_LR,0.7143,0.8046,0.693,0.7817
Mean_PCC_RFE_28_AB,0.7123,0.8115,0.6796,0.7735
Mean_PCC_RFE_28_DT,1.0,1.0,0.6719,0.6462
Mean_PCC_RFE_28_NB,0.6579,0.7582,0.6489,0.7375
Mean_PCC_RFE_29_SVM,0.7171,0.8002,0.6894,0.7751
Mean_PCC_RFE_29_LDA,0.7082,0.8008,0.6824,0.7739
Mean_PCC_RFE_29_AE,0.7252,0.8244,0.6928,0.7933
Mean_PCC_RFE_29_RF,1.0,1.0,0.7146,0.8014
Mean_PCC_RFE_29_LR,0.7092,0.8045,0.6851,0.7816
Mean_PCC_RFE_29_AB,0.7019,0.8118,0.676,0.7751
Mean_PCC_RFE_29_DT,1.0,1.0,0.6715,0.6463
Mean_PCC_RFE_29_NB,0.6558,0.7579,0.6466,0.7374
Mean_PCC_RFE_30_SVM,0.717,0.8003,0.6892,0.7752
Mean_PCC_RFE_30_LDA,0.7109,0.8009,0.6841,0.7739
Mean_PCC_RFE_30_AE,0.7222,0.8254,0.6905,0.7947
Mean_PCC_RFE_30_RF,1.0,1.0,0.7182,0.8031
Mean_PCC_RFE_30_LR,0.7094,0.8046,0.6851,0.7816
Mean_PCC_RFE_30_AB,0.7019,0.8118,0.676,0.7751
Mean_PCC_RFE_30_DT,1.0,1.0,0.664,0.6362
Mean_PCC_RFE_30_NB,0.6568,0.7587,0.6453,0.7369
Mean_PCC_RFE_31_SVM,0.7171,0.8003,0.69,0.7754
Mean_PCC_RFE_31_LDA,0.7073,0.801,0.6834,0.774
Mean_PCC_RFE_31_AE,0.749,0.8437,0.7233,0.8061
Mean_PCC_RFE_31_RF,1.0,1.0,0.7192,0.7986
Mean_PCC_RFE_31_LR,0.7105,0.8047,0.6866,0.7818
Mean_PCC_RFE_31_AB,0.7019,0.8118,0.676,0.7751
Mean_PCC_RFE_31_DT,1.0,1.0,0.6674,0.642
Mean_PCC_RFE_31_NB,0.6569,0.7598,0.6444,0.7369
Mean_PCC_RFE_32_SVM,0.7198,0.8016,0.6958,0.7761
Mean_PCC_RFE_32_LDA,0.7044,0.802,0.6794,0.7741
Mean_PCC_RFE_32_AE,0.7432,0.8465,0.7116,0.8071
Mean_PCC_RFE_32_RF,1.0,1.0,0.7169,0.802
Mean_PCC_RFE_32_LR,0.7146,0.8057,0.692,0.7819
Mean_PCC_RFE_32_AB,0.7185,0.8152,0.6873,0.7784
Mean_PCC_RFE_32_DT,1.0,1.0,0.6713,0.6417
Mean_PCC_RFE_32_NB,0.6541,0.7588,0.6455,0.736
Mean_PCC_RFE_33_SVM,0.7188,0.8018,0.6943,0.7765
Mean_PCC_RFE_33_LDA,0.7044,0.802,0.6794,0.7741
Mean_PCC_RFE_33_AE,0.7423,0.8297,0.7075,0.7978
Mean_PCC_RFE_33_RF,1.0,1.0,0.7175,0.804
Mean_PCC_RFE_33_LR,0.7146,0.8057,0.6926,0.7818
Mean_PCC_RFE_33_AB,0.721,0.8153,0.6903,0.7759
Mean_PCC_RFE_33_DT,1.0,1.0,0.6764,0.6537
Mean_PCC_RFE_33_NB,0.6496,0.7561,0.6427,0.7338
Mean_PCC_RFE_34_SVM,0.7196,0.8018,0.6943,0.7766
Mean_PCC_RFE_34_LDA,0.7062,0.8031,0.6809,0.7757
Mean_PCC_RFE_34_AE,0.7285,0.8194,0.699,0.7901
Mean_PCC_RFE_34_RF,1.0,1.0,0.7212,0.8028
Mean_PCC_RFE_34_LR,0.7172,0.8056,0.6956,0.7817
Mean_PCC_RFE_34_AB,0.721,0.8153,0.6903,0.7759
Mean_PCC_RFE_34_DT,1.0,1.0,0.6822,0.6583
Mean_PCC_RFE_34_NB,0.6573,0.7565,0.6474,0.7337
Mean_PCC_RFE_35_SVM,0.7188,0.8017,0.6939,0.7765
Mean_PCC_RFE_35_LDA,0.7147,0.8038,0.6909,0.7761
Mean_PCC_RFE_35_AE,0.7245,0.822,0.6954,0.7924
Mean_PCC_RFE_35_RF,1.0,1.0,0.7227,0.8028
Mean_PCC_RFE_35_LR,0.7139,0.8056,0.6909,0.7817
Mean_PCC_RFE_35_AB,0.7244,0.8159,0.6873,0.7773
Mean_PCC_RFE_35_DT,1.0,1.0,0.6747,0.6532
Mean_PCC_RFE_35_NB,0.6542,0.7552,0.6455,0.7331
Mean_PCC_RFE_36_SVM,0.7212,0.802,0.6962,0.777
Mean_PCC_RFE_36_LDA,0.7118,0.8039,0.6875,0.7765
Mean_PCC_RFE_36_AE,0.7644,0.8581,0.7254,0.8106
Mean_PCC_RFE_36_RF,1.0,1.0,0.7178,0.8018
Mean_PCC_RFE_36_LR,0.71,0.8058,0.6883,0.7824
Mean_PCC_RFE_36_AB,0.7244,0.8159,0.6873,0.7773
Mean_PCC_RFE_36_DT,1.0,1.0,0.6743,0.6511
Mean_PCC_RFE_36_NB,0.6575,0.7564,0.647,0.7338
Mean_PCC_RFE_37_SVM,0.7214,0.802,0.6969,0.777
Mean_PCC_RFE_37_LDA,0.7123,0.8038,0.6883,0.7764
Mean_PCC_RFE_37_AE,0.7608,0.8495,0.7222,0.8077
Mean_PCC_RFE_37_RF,1.0,1.0,0.7214,0.8029
Mean_PCC_RFE_37_LR,0.7101,0.8057,0.6894,0.7823
Mean_PCC_RFE_37_AB,0.7244,0.8159,0.6873,0.7773
Mean_PCC_RFE_37_DT,1.0,1.0,0.6734,0.6485
Mean_PCC_RFE_37_NB,0.6574,0.7566,0.6466,0.7338
Mean_PCC_RFE_38_SVM,0.7115,0.8026,0.6851,0.7773
Mean_PCC_RFE_38_LDA,0.7108,0.8044,0.6849,0.7764
Mean_PCC_RFE_38_AE,0.7373,0.8383,0.708,0.8035
Mean_PCC_RFE_38_RF,1.0,1.0,0.721,0.8055
Mean_PCC_RFE_38_LR,0.7192,0.8065,0.699,0.7824
Mean_PCC_RFE_38_AB,0.7212,0.8158,0.689,0.7784
Mean_PCC_RFE_38_DT,1.0,1.0,0.6747,0.6513
Mean_PCC_RFE_38_NB,0.6637,0.7568,0.6502,0.7339
Mean_PCC_RFE_39_SVM,0.7089,0.8027,0.6817,0.7775
Mean_PCC_RFE_39_LDA,0.7107,0.8045,0.6858,0.7762
Mean_PCC_RFE_39_AE,0.7618,0.8582,0.7233,0.8103
Mean_PCC_RFE_39_RF,1.0,1.0,0.7222,0.8057
Mean_PCC_RFE_39_LR,0.716,0.8066,0.6937,0.7822
Mean_PCC_RFE_39_AB,0.7199,0.8157,0.6841,0.7761
Mean_PCC_RFE_39_DT,1.0,1.0,0.6777,0.6544
Mean_PCC_RFE_39_NB,0.6613,0.7576,0.648,0.7344
Mean_PCC_RFE_40_SVM,0.7217,0.8061,0.6958,0.7807
Mean_PCC_RFE_40_LDA,0.7187,0.8076,0.6932,0.7792
Mean_PCC_RFE_40_AE,0.7381,0.8364,0.7126,0.8061
Mean_PCC_RFE_40_RF,1.0,1.0,0.7242,0.8067
Mean_PCC_RFE_40_LR,0.7124,0.8091,0.6875,0.7849
Mean_PCC_RFE_40_AB,0.7244,0.817,0.6892,0.7792
Mean_PCC_RFE_40_DT,1.0,1.0,0.6768,0.6528
Mean_PCC_RFE_40_NB,0.6659,0.76,0.6532,0.7368
Mean_PCC_Relief_1_SVM,0.6365,0.3626,0.6357,0.352
Mean_PCC_Relief_1_LDA,0.5824,0.6374,0.5986,0.648
Mean_PCC_Relief_1_AE,0.5765,0.6374,0.5952,0.648
Mean_PCC_Relief_1_RF,0.9396,0.99,0.5956,0.6317
Mean_PCC_Relief_1_LR,0.5843,0.6374,0.6007,0.648
Mean_PCC_Relief_1_AB,0.5787,0.6891,0.5965,0.7008
Mean_PCC_Relief_1_DT,0.9347,0.9921,0.5931,0.567
Mean_PCC_Relief_1_NB,0.5856,0.6835,0.6095,0.7018
Mean_PCC_Relief_2_SVM,0.3654,0.3626,0.366,0.352
Mean_PCC_Relief_2_LDA,0.5847,0.6393,0.6012,0.6504
Mean_PCC_Relief_2_AE,0.5818,0.6403,0.5994,0.6507
Mean_PCC_Relief_2_RF,0.8872,0.9334,0.6203,0.6724
Mean_PCC_Relief_2_LR,0.5855,0.6403,0.6014,0.6507
Mean_PCC_Relief_2_AB,0.5978,0.6891,0.6144,0.7001
Mean_PCC_Relief_2_DT,0.9347,0.9921,0.5928,0.5668
Mean_PCC_Relief_2_NB,0.6365,0.6835,0.6357,0.7018
Mean_PCC_Relief_3_SVM,0.5663,0.6569,0.5624,0.6553
Mean_PCC_Relief_3_LDA,0.602,0.6649,0.6127,0.6748
Mean_PCC_Relief_3_AE,0.6004,0.6678,0.6135,0.6757
Mean_PCC_Relief_3_RF,0.9828,0.9894,0.6331,0.6941
Mean_PCC_Relief_3_LR,0.5961,0.6609,0.6118,0.6704
Mean_PCC_Relief_3_AB,0.6131,0.7069,0.6255,0.7145
Mean_PCC_Relief_3_DT,1.0,1.0,0.611,0.5777
Mean_PCC_Relief_3_NB,0.6365,0.6704,0.6357,0.6886
Mean_PCC_Relief_4_SVM,0.5659,0.6568,0.5634,0.6568
Mean_PCC_Relief_4_LDA,0.6021,0.6649,0.6124,0.6747
Mean_PCC_Relief_4_AE,0.6017,0.6662,0.6122,0.6745
Mean_PCC_Relief_4_RF,1.0,1.0,0.6265,0.6925
Mean_PCC_Relief_4_LR,0.5971,0.6606,0.6114,0.6701
Mean_PCC_Relief_4_AB,0.612,0.7135,0.6197,0.7195
Mean_PCC_Relief_4_DT,1.0,1.0,0.608,0.5716
Mean_PCC_Relief_4_NB,0.6365,0.6652,0.6357,0.6815
Mean_PCC_Relief_5_SVM,0.551,0.6545,0.5491,0.6546
Mean_PCC_Relief_5_LDA,0.6015,0.6657,0.6122,0.6752
Mean_PCC_Relief_5_AE,0.6001,0.668,0.6122,0.6762
Mean_PCC_Relief_5_RF,1.0,1.0,0.6314,0.698
Mean_PCC_Relief_5_LR,0.5955,0.6624,0.6114,0.6709
Mean_PCC_Relief_5_AB,0.6221,0.7191,0.6344,0.7226
Mean_PCC_Relief_5_DT,1.0,1.0,0.6107,0.5794
Mean_PCC_Relief_5_NB,0.6365,0.6688,0.6357,0.6791
Mean_PCC_Relief_6_SVM,0.5521,0.6546,0.5513,0.6558
Mean_PCC_Relief_6_LDA,0.5995,0.6662,0.6148,0.6757
Mean_PCC_Relief_6_AE,0.5992,0.6723,0.6135,0.6807
Mean_PCC_Relief_6_RF,1.0,1.0,0.6385,0.7089
Mean_PCC_Relief_6_LR,0.5936,0.6637,0.6129,0.6726
Mean_PCC_Relief_6_AB,0.6129,0.7227,0.6205,0.7177
Mean_PCC_Relief_6_DT,1.0,1.0,0.615,0.5814
Mean_PCC_Relief_6_NB,0.6365,0.6644,0.6357,0.6723
Mean_PCC_Relief_7_SVM,0.5522,0.6545,0.554,0.6536
Mean_PCC_Relief_7_LDA,0.5998,0.668,0.6144,0.6754
Mean_PCC_Relief_7_AE,0.5992,0.6774,0.6146,0.6846
Mean_PCC_Relief_7_RF,1.0,1.0,0.6399,0.7151
Mean_PCC_Relief_7_LR,0.5949,0.6641,0.6137,0.6721
Mean_PCC_Relief_7_AB,0.6334,0.7306,0.637,0.7184
Mean_PCC_Relief_7_DT,1.0,1.0,0.6133,0.5824
Mean_PCC_Relief_7_NB,0.6365,0.653,0.6357,0.6631
Mean_PCC_Relief_8_SVM,0.5531,0.6558,0.5547,0.6546
Mean_PCC_Relief_8_LDA,0.6005,0.6681,0.6159,0.6754
Mean_PCC_Relief_8_AE,0.6007,0.6762,0.6167,0.683
Mean_PCC_Relief_8_RF,1.0,1.0,0.6487,0.7249
Mean_PCC_Relief_8_LR,0.593,0.664,0.6129,0.6716
Mean_PCC_Relief_8_AB,0.6253,0.7348,0.6276,0.7209
Mean_PCC_Relief_8_DT,1.0,1.0,0.6325,0.6045
Mean_PCC_Relief_8_NB,0.6365,0.6523,0.6357,0.6616
Mean_PCC_Relief_9_SVM,0.5436,0.6463,0.5502,0.6511
Mean_PCC_Relief_9_LDA,0.601,0.6681,0.615,0.6753
Mean_PCC_Relief_9_AE,0.5949,0.6728,0.6127,0.6817
Mean_PCC_Relief_9_RF,1.0,1.0,0.6572,0.7278
Mean_PCC_Relief_9_LR,0.5929,0.6638,0.612,0.6716
Mean_PCC_Relief_9_AB,0.6478,0.735,0.6508,0.7181
Mean_PCC_Relief_9_DT,1.0,1.0,0.6331,0.6053
Mean_PCC_Relief_9_NB,0.6365,0.6502,0.6357,0.66
Mean_PCC_Relief_10_SVM,0.5457,0.6473,0.5547,0.6524
Mean_PCC_Relief_10_LDA,0.603,0.6684,0.6174,0.676
Mean_PCC_Relief_10_AE,0.5905,0.6751,0.6112,0.6858
Mean_PCC_Relief_10_RF,1.0,1.0,0.6785,0.7515
Mean_PCC_Relief_10_LR,0.5945,0.6674,0.6171,0.6789
Mean_PCC_Relief_10_AB,0.6522,0.7499,0.6517,0.7351
Mean_PCC_Relief_10_DT,1.0,1.0,0.6421,0.6154
Mean_PCC_Relief_10_NB,0.6365,0.6315,0.6357,0.6463
Mean_PCC_Relief_11_SVM,0.5457,0.6478,0.556,0.6531
Mean_PCC_Relief_11_LDA,0.6013,0.669,0.6169,0.676
Mean_PCC_Relief_11_AE,0.5928,0.6816,0.6099,0.6895
Mean_PCC_Relief_11_RF,1.0,1.0,0.6775,0.7559
Mean_PCC_Relief_11_LR,0.594,0.667,0.6167,0.6787
